,id,content,label
0,0,气死姐姐了，快二是阵亡了吗，尼玛，一个半小时过去了也没上车,1
1,1,妞妞啊，今天又承办了一个发文登记文号是126~嘻~么么哒~晚安哟,0
3,3,这在前华约国家(尤其是东德)使用R-73的首次联合演习期间，被一些北约组织的飞行员所证实。,2
4,4,TinyThief上wii了？！,4
5,5,每天都以紧张的心情工作，真的是太累，太不放松了，想要爆发一下,1
8,8,当你变优秀时，你想要的都会来找你,0
10,10,劳资也能遇到这种人。滚你妈逼的。狗都不如。艹,1
11,11,四年，又是四年！中国球迷，有几个四年可以任你挥霍！我去年买了个表！,1
12,12,前几天爸爸带回来的大鱼，10斤。,0
14,14,跟一群维族在一起喝酒，醉的一塌糊涂。。,2
15,15,"尼玛币啊！我暴躁了！这个事情,之前看过一个新闻,是一个孕妇,也是差不多的原因,因为想让她男人得到满足,祸害其他小姑娘！最后给那女生弄死了！真妈的不是好人！不怕遭天谴吗？！",1
16,16,昨晚又梦见你，骑着电瓶车载你。很甜。吃中饭偶遇你。不知道该不该挽回，不挽回会不会后悔。以后一起去食堂吃饭好不好。,3
17,17,事实……我也害怕也有恐惧担心……因为见过太多婚姻中的家庭那种委屈看着都怕了,5
18,18,那些爱造谣的长舌妇们，我结婚生娃你怎么知道的，我都不知道,1
19,19,外日看日剧一不小心看到这个点了legalhigh真的好好看啊三观好正啊本来从小就向往律师这个职业的我真的好喜欢这个剧啊而且女主角是gakki啊啊啊啊萌哭我好想在她犯傻的时候摸摸她的头,0
20,20,韩国漫画，妻子的记忆，结尾让人流泪。,3
21,21,太忙的一天体育课选了个跆拳道韧带拉的宝宝快炸了英语听说老师全程英语快递一下来五个宝宝快累死,1
22,22,能帮助麦当娜把她心中的电影拍摄出来，其实也是件很好的事情。,0
23,23,儿子生意不景气，工作不顺心受气，刚刚听他说这些的时候真的挺上火的，尤其是工作上受气，等我以后有能力了我要让那些让他受气的人吃不了兜着走,1
24,24,两张图片。呵呵，猜到了。宁愿不这么聪明。是我自己自讨苦吃。蒙蔽了双眼。果然啊。呵呵，呵呵，还跟个傻逼似得相信别人。真相来的太早。,3
25,25,为什么既不来找我，也不和我分手,1
26,26,忍一忍忍一忍忍一忍此时此刻我的内心是崩溃的,1
27,27,总会有不想追逐的时候，总会有不被理解的时候，总会有委屈辛酸的时候。,3
28,28,3.分泌物较多且创面较深时，宜用生理盐水冲洗，如坏死组织较多，可用攸锁或其他消毒溶液冲洗。,2
29,29,"  .co域名..co是国家顶级域名（ccTLD），国际通用，是英文""Corporation、Company""（商业公司）的缩写，含义明确、简单易记，方便公众理解。",2
30,30,继杨爱瑾与傅颖之后，现Cookies四位成员均已离开金牌大风。,2
31,31,清晨醒来，发现外面下着雨感觉好有诗意,0
32,32,我用4G网看了两集《北上广不相信眼泪》才发现没开无线网，气死宝宝了,1
33,33,我好像没有原来帅了可才过了8个月啊！！🍺,3
34,34,願2015餘下的日子里，美好能夠多一些，快樂能夠如影隨形…Goodmorning!,0
37,37,很多失败不是因为能力有限，而是因为没有坚持到底。,0
38,38,算了一算，鲜艳，摸哥，曾老她们现在又在教高三了好快啊！,0
39,39,总有一天，你会遇到一个绚丽的人，让你觉得其他人都是浮云。,0
41,41,公司年会礼品十分土豪，全是进口高科技电子产品，还有1-2万现金奖，我全程都是这个,0
44,44,睡一宿觉醒来一看，莫名其妙的嘴肿了,1
45,45,没有机会做大事的人，是因为没有通过做好小事来证明自己的实力。放在越不起眼的地方，越要主动发光。在别人不敢委以重任之前，把小事做到极致，来证明你的实力。——可惜大多数人永远都想不明白这个道理，怨天尤人者居多，有的似乎明白了，又不去实践，所谓蹉跎岁月，想必就是如此。,0
46,46,哇塞买了回国机票！！！02.9-02.23,0
47,47,今天这工作效率，晚上又要熬夜了。。。,3
48,48,乌鲁木齐铁路局地处西北边陲的多民族地区。,2
49,49,难道卷刘海这种事就只能靠运气了吗,4
50,50,一回来就遭宰，前三盘就遭了5个五翻了，今年不打牌了妈的,1
51,51,以前他为了让我做他女朋友，他什么手段都会用，不让别人靠近我，现在，别人想靠近了，他却无所谓。他的心里到底是怎么想的，你的话实在让我太心寒了你知不知道,1
53,53,想骂火箭打得跟翔一样，算了还是不侮辱翔了…,1
54,54,：彼此互相推委，皆弃之不收，反遗之以与金人用。,2
55,55,突然觉得世界好大，可是却没有我的容身之地。,3
56,56,果实性状：总苞中型，刺束中密较硬。,2
57,57,一晚上不晓得被蚊子咬了多少次，手上，脚上，脸上，都有它留下的痕迹,1
58,58,瑞昌市立即成立联合调查组，初步调查认为高奉青行为涉嫌诈骗，其外逃原因或为躲避债务。,2
59,59,在这风中凌乱了一下午，临睡时却思绪万千，海拔四千多都上去了，怎么就过不去心里那道坎呢这次你还是不在,3
60,60,那些苦难的日子，是谁陪着你？对不起,3
61,61,靠他大爷，干啥都不能干的丽丽亮亮的。,1
62,62,啊哈，第一次发面蒸包子～居然成功了～,0
63,63,为什么总是这样，天天加班！！！从早上六点到现在，烦人！,1
64,64,求解醋吃多了会腐蚀胃吗胃好难受好难受,3
65,65,一座让我既向往又害怕，既激动又畏惧的城市。不主动向前走就是被动挨宰|天津·天津...,3
66,66,#春娇与志明#感觉…张志明好像…是个渣男🌚,1
68,68,非常清楚无论在哪里都没有公平而言，但是在我看来就是非常严肃的事儿，但是一直都是一个非常骄傲的人，凭什么接受这样的结果，别把别人当傻子，只想孕妇赶紧给我报销，土都吃不起了！！,1
69,69,总人口4300人.2006年村民人均收入4500元。,2
70,70,选择、犹豫、决定、徘徊和不安定的心合在一起组成的生活。无数次坚定又无数次变化。什么时候才能真真切切知道自己想要啥呢呢呢也许对过一次之后又也许错过一万次之后还是回头好好刷题吧,3
71,71,捡了一点红叶，次日变的不那么艳丽啦！南方城市中仿佛少了秋季，看到这红叶我很开心。正好家里还剩几个橘子合个影吧,0
72,72,张嘉佳，你是啰嗦鬼，可还是喜欢你...,0
73,73,我们农民工讨薪真难啊！我们在中铁等了四天了啊,1
74,74,培养学生用心把事情做好，促使学生形成“勤奋、文明、健康、进取的良好学风，培养学生成为有修养的小公民。,0
75,75,但同时新桂系还通过贩卖鸦片来增加收入。,2
76,76,有时候觉得自己坚强到无所不能，然而夜深人静的时候所有软肋才会突显出来，似乎读懂了那一句，陪伴是最长情的告白。其实都明白，战战兢兢的原因只是因为，我们没有把握的未来。延安·宝塔区,3
77,77,这的确是个好消息赶紧告诉我的好朋友去,0
78,78,感谢天感谢地感谢自己！刚刚正好赶上车感觉一天都开心了啦啦啦~,0
79,79,上个班不容易啊，一天检查，检查，检查。对你们就那么重要。非要把你们所谓工作好的换到一起来迎检，我的工作就那么让你肯定吗？真闹心的工作。这万一哪个环节出问题。就变成罪人了。压力山大啊真的累啊。身体累就算了心更累。还让人活不活。这样下去真TMD要被整疯。,1
80,80,天猫盒子自说自话把我下的直播APP和VST还有沙发管家这些全删了强盗啊麻痹盒子还能强制删除的一刚哈尼心,1
81,81,哥俩17岁了，很开心，要永远在一起哦,0
83,83,还什么韩国最新Ap，还最稳定完全不给力,1
84,84,不知道在别人眼里的我如何总之我是能被吓哭的人嘻嘻,0
85,85,【这个纸飞机，真的不一般】相信很多人小时候都玩过纸飞机，不过呢，这个纸飞机真的太逆天了,0
86,86,我果然是乖巧贤惠懂事的好姑娘给爷爷奶奶织围巾的我简直可爱极了,0
87,87,据说今天是感恩节，感恩自己，抓紧时间起床喽，愿能享受一顿美美的早餐，早安,0
88,88,一个二个像他妈打了鸡血的一样七八点钟就开始东整西整老子不晓得起浪个早赶到去投胎是不是和你们待在一起都要少活好多年细胞都不晓得要死好几亿不晓得上辈子是做了浪个恶事让我遇到你们这堆人,1
89,89,就是睡不着，看到不该看的！哎，这让姐儿肿么安眠。。。{恶心呕吐发毛讨厌---蝙蝠},1
90,90,抵制诱惑，认真养成好习惯#早睡打卡#,0
91,91,函数接受的参数除了快慢等，还可以接收整型，作为渐入或淡出的完成时间，单位为ms。,2
92,92,两年前的跑步机上，现在感觉长时间跑步我的半月板受挫,2
93,93,曾经相隔一间隙，如今仿佛两世界。情商低一定不是答案，过分敏感以至于将自己包裹起来，恩，大抵是这样。改变即刻开始，每一次从空到满，再倒空，这都应是成长的过程。,0
94,94,至少努力努力过了😔😔😔😔😔还是那样的不如意,1
95,95,下午去办新号，被客户经理放了鸽子，楼下等了十五分钟连个影子都没见，打电话不接也不回，气呼呼的回到办公室，因为完全无法理解。——一个小时后，客户经理打来电话，听完原因，还是一肚子火，但是想到人家也不是故意的，竟然也发不出来脾气，只能喝杯甜的安慰一下自己,1
96,96,真是火大做了一遍乱码白做重做又乱码破系统能不能不闹,1
97,97,每次安检都被摸个遍你看你是女的我就没脾气是吧,1
98,98,《史记·吕太后本纪》：“太傅产、丞相平等言，武信侯吕禄上侯，位次第一，请立为赵王。,2
99,99,如果我们再见的时候，我还是硬着脖子不回头。你就走吧！远远的别回头。,3
100,100,像你那样不理世俗活着挺好，我向你学习，得高冷。,0
101,101,我的主号莫名其妙被锁定了，强制要我绑定手机号，我没有手机号可用了，不要就不要了，微博药丸。,1
102,102,天天這呼嚕聲我也是醉了我要睡覺！！！！！！！！！！氣了想給我桌子從床上扔下去！！！！！！！,1
103,103,一个月的工资都不够我花，真是日了🐩了,1
104,104,重庆市火车站南广场对残疾人服务态度太差了！,1
105,105,最荒唐的事情就是发现考试是在星期六而不是星期一啊,4
106,106,还真是人一倒霉，喝凉水都塞牙。车[小汽车]电瓶坏了，打不着火也就算了，打个出租车[出租车]让他来接我，结果自己撞杆儿上了，水箱还给撞漏了…然后我还淋了雨。。。这一路战战兢兢的，我也是醉了…[流汗][流汗][流汗]不过最担心的还是那司机，毕竟这大半夜的还下着雨上哪儿修车啊。。。#晚安，自己##晚安心语...全文,3
107,107,1930年任广西大学军训部主任，次年任广西军警督察署参谋长。,2
108,108,是不是我一直都不会出现在你的朋友圈里,3
109,109,就不能给点安静的空间，做人就不能知足么，整天比来比去的有意思么……靠，烦躁！不爽掐死得了,1
110,110,天天本来电话就多现在隔个两三天不是什么卖房的就是贷款的现在又多了个问我找不找工作的都是哪里蹦出来的,1
112,112,旧历啧啧啧愿望就是吃好睡饱身边人好,0
113,113,请北京机场的保安008276出来道歉，你们保安这么没素质吗，请道歉,1
115,115,已养成随手截图的好习惯，胖杉的鱼塘#赵丽颖#,2
116,116,看喜剧总是能让人一身轻松、忘掉烦恼,0
117,117,在学校的日子里是初中生最难熬的生活,3
118,118,如此心塞的一晚…每天瞎折腾，也不知道折腾点啥最近做的东西也不少，却没一点成就感,3
119,119,"有些人、才遇见了那么一下子：就好像认识了很久似的。什么事都想和他说。Somepeople,Imetsosuddenly,asiftoknowalongtimelike,whatdowantandhesaid.",2
121,121,小时候，家里穷，希望能有一件自己的玩具，现在也是。,3
123,123,1.独特的课程架构：贯穿此课程的90%是通过肢体动作来演绎，而只有10%通过文字来解说，是目前在培训界文字较少的课程之一。,2
